SeriesID,SeriesCode,ParentCode,Depth,HasData,IsDependent,IndexNumber,IndicatorName,Unit,Source,Description,Notes,Minimum,Maximum,Pre_Round,Polarity,ScoringSystem,ScoringParameter_1,ScoringParameter_2,ScoringParameter_3,Data_Type,DP,ZERO,ONE,TWO,THREE,FOUR,FIVE,SIX,DP,NumberedSeries,NumberFormat,Children,Parent,ScoreSummary,ScoreExplanation,Qual_Key,IndicatorTypeDescription,,DEFAULT_WEIGHT_NOMINAL,DEFAULT_WEIGHT_PERCENT
67,QLIO,QLIN,4,1,0,4.3.1.1,Comprehensive female e-inclusion plan,"Qualitative rating 0-2, 2=best",EIU,Does the government have an active plan or strategy to promote Internet access and e-inclusion for females?,"Assesses whether strategies addressing e-inclusion of females exist that help address gender digital divides. The indicator will examine whether e-inclusion strategies exist that address female Internet access and adoption.

Countries that score a 2 on this indicator have gender parity or a gender gap that is below the 10% threshold, regardless of an e-inclusion plan targeting women. Countries that score a 1 on this indicator have an e-inclusion policy but the gender gap is above the 10% threshold. The EIU determined that the scoring thresholds should be based on a gender gap ratio of at least 10% based on data analysis as well as metrics used by ITU and GSMA to measure the gender gap.",0,2,Yes,1,3,0,2,,2,0,"No, the government does not have an active plan or strategy to promote internet access and e-inclusion for females, and the gender gap in internet access is greater than 10%","Yes, the government has an active plan or strategy to promote internet access and e-inclusion for females, but the gender gap in internet access is greater than 10%","Yes, the government has an active plan or strategy to promote internet access and e-inclusion for females, and / or there is gender parity or the gap between male and female internet access is less than 10%",,,,,,4.3.1.1) Comprehensive female e-inclusion plan,"#,##0",,READINESS -> POLICY -> NATIONAL FEMALE E-INCLUSION POLICIES,,"QUALITATIVE DATA INDICATOR{NL}{NL}Does the government have an active plan or strategy to promote Internet access and e-inclusion for females?{NL}{NL}Assesses whether strategies addressing e-inclusion of females exist that help address gender digital divides. The indicator will examine whether e-inclusion strategies exist that address female Internet access and adoption.

Countries that score a 2 on this indicator have gender parity or a gender gap that is below the 10% threshold, regardless of an e-inclusion plan targeting women. Countries that score a 1 on this indicator have an e-inclusion policy but the gender gap is above the 10% threshold. The EIU determined that the scoring thresholds should be based on a gender gap ratio of at least 10% based on data analysis as well as metrics used by ITU and GSMA to measure the gender gap.{NL}{NL}UNDERLYING DATA SERIES{NL}Comprehensive female e-inclusion plan, Qualitative rating 0-2, 2=best{NL}{NL}0 = No, the government does not have an active plan or strategy to promote internet access and e-inclusion for females, and the gender gap in internet access is greater than 10%{NL}1 = Yes, the government has an active plan or strategy to promote internet access and e-inclusion for females, but the gender gap in internet access is greater than 10%{NL}2 = Yes, the government has an active plan or strategy to promote internet access and e-inclusion for females, and / or there is gender parity or the gap between male and female internet access is less than 10%{NL}{NL}SOURCE{NL}EIU",,QUALITATIVE DATA INDICATOR,,0,0
68,QLIP,QLIN,4,1,0,4.3.1.2,Female digital skills training plan,"Qualitative rating 0-1, 1=best",EIU,Does the government have an action plan to provide digital skills training for women?,Assesses whether strategies addressing e-inclusion of females exist that help address gender digital divides. The indicator will examine whether e-inclusion strategies exist that address digital skills training for women.,0,1,Yes,1,3,0,1,,2,0,"No, the government does not have an action plan or strategy to provide digital skills training for women","Yes, the government has an action plan or strategy to provide digital skills training for women",,,,,,,4.3.1.2) Female digital skills training plan,"#,##0",,READINESS -> POLICY -> NATIONAL FEMALE E-INCLUSION POLICIES,,"QUALITATIVE DATA INDICATOR{NL}{NL}Does the government have an action plan to provide digital skills training for women?{NL}{NL}Assesses whether strategies addressing e-inclusion of females exist that help address gender digital divides. The indicator will examine whether e-inclusion strategies exist that address digital skills training for women.{NL}{NL}UNDERLYING DATA SERIES{NL}Female digital skills training plan, Qualitative rating 0-1, 1=best{NL}{NL}0 = No, the government does not have an action plan or strategy to provide digital skills training for women{NL}1 = Yes, the government has an action plan or strategy to provide digital skills training for women{NL}{NL}SOURCE{NL}EIU",,QUALITATIVE DATA INDICATOR,,0,0
69,QLIQ,QLIN,4,1,0,4.3.1.3,Female STEM education plan,"Qualitative rating 0-1, 1=best",EIU,Does the government have a policy in place that encourages women and girls to study STEM?,Assesses whether policies or government initiatives exist that encourage the study of STEM fields for females. ,0,1,Yes,1,3,0,1,,2,0,"No, the government does not have a policy to promote STEM education for females","Yes, the government has a policy to promote STEM education for females",,,,,,,4.3.1.3) Female STEM education plan,"#,##0",,READINESS -> POLICY -> NATIONAL FEMALE E-INCLUSION POLICIES,,"QUALITATIVE DATA INDICATOR{NL}{NL}Does the government have a policy in place that encourages women and girls to study STEM?{NL}{NL}Assesses whether policies or government initiatives exist that encourage the study of STEM fields for females. {NL}{NL}UNDERLYING DATA SERIES{NL}Female STEM education plan, Qualitative rating 0-1, 1=best{NL}{NL}0 = No, the government does not have a policy to promote STEM education for females{NL}1 = Yes, the government has a policy to promote STEM education for females{NL}{NL}SOURCE{NL}EIU",,QUALITATIVE DATA INDICATOR,,0,0
70,QLIL,READINESS_03,3,1,0,4.3.2,Government e-inclusion strategy,"Qualitative rating 0-2, 2=best",EIU,Does the government have any current initiatives or strategies in place that address e-inclusion _ the inclusion and promotion of Internet access for underserved groups?,Assesses whether the country has any initiatives or plans that address e-inclusion. Underserved groups include: Elderly; Youth; Low-income; Women; Ethnic minorities; Disabled.,0,2,Yes,1,3,0,2,,2,0,The government does not have any current initiatives or strategies in place that address Internet access for underserved groups,The government has current initiatives or strategies in place that address Internet access for 1-2 underserved groups,The government has current initiatives or strategies in place that address Internet access for more than 3 underserved groups,,,,,,4.3.2) Government e-inclusion strategy,"#,##0",,READINESS -> POLICY,,"QUALITATIVE DATA INDICATOR{NL}{NL}Does the government have any current initiatives or strategies in place that address e-inclusion _ the inclusion and promotion of Internet access for underserved groups?{NL}{NL}Assesses whether the country has any initiatives or plans that address e-inclusion. Underserved groups include: Elderly; Youth; Low-income; Women; Ethnic minorities; Disabled.{NL}{NL}UNDERLYING DATA SERIES{NL}Government e-inclusion strategy, Qualitative rating 0-2, 2=best{NL}{NL}0 = The government does not have any current initiatives or strategies in place that address Internet access for underserved groups{NL}1 = The government has current initiatives or strategies in place that address Internet access for 1-2 underserved groups{NL}2 = The government has current initiatives or strategies in place that address Internet access for more than 3 underserved groups{NL}{NL}SOURCE{NL}EIU",,QUALITATIVE DATA INDICATOR,,1,0.153846154
71,QLBS,READINESS_03,3,1,0,4.3.3,National broadband strategy,"Qualitative rating 0-3, 3=best",EIU,Does the government have a current national broadband strategy?,"Assesses whether or not the country has a current national broadband strategy. _Current_ means that the national strategy has been published or updated within the past two years or within the past five years, with a higher score being give to the former.

Note: This indicator was updated in the fourth edition. Whereas the indicator previously assessed the presence of a national broadband strategy and whether or not the strategy included a target penetration rate, it now assesses the status of a national broadband strategy (i.e., is there a strategy and is it current?) that is technology neutral (i.e., the strategy may emphasize fixed broadband or mobile broadband, or both).",0,3,NO,1,3,0,3,,2,0,"No, the government does not have a national broadband strategy","Yes, the government has a national broadband strategy, but it was not published within the past 5 years","Yes, the government has a national broadband strategy that was published within the past 5 years","Yes, the government has a national broadband strategy that was published within the past 2 years",,,,,4.3.3) National broadband strategy,"#,##0",,READINESS -> POLICY,,"QUALITATIVE DATA INDICATOR{NL}{NL}Does the government have a current national broadband strategy?{NL}{NL}Assesses whether or not the country has a current national broadband strategy. _Current_ means that the national strategy has been published or updated within the past two years or within the past five years, with a higher score being give to the former.

Note: This indicator was updated in the fourth edition. Whereas the indicator previously assessed the presence of a national broadband strategy and whether or not the strategy included a target penetration rate, it now assesses the status of a national broadband strategy (i.e., is there a strategy and is it current?) that is technology neutral (i.e., the strategy may emphasize fixed broadband or mobile broadband, or both).{NL}{NL}UNDERLYING DATA SERIES{NL}National broadband strategy, Qualitative rating 0-3, 3=best{NL}{NL}0 = No, the government does not have a national broadband strategy{NL}1 = Yes, the government has a national broadband strategy, but it was not published within the past 5 years{NL}2 = Yes, the government has a national broadband strategy that was published within the past 5 years{NL}3 = Yes, the government has a national broadband strategy that was published within the past 2 years{NL}{NL}SOURCE{NL}EIU",,QUALITATIVE DATA INDICATOR,,1,0.153846154
72,QLIS,READINESS_03,3,1,0,4.3.4,Funding for broadband buildout,"Qualitative rating 0-1, 1=best",EIU,Do government programs exist to help subsidize or provide incentives for broadband buildout in underserved areas?,"Assesses whether the country has an active government program(s) that helps subsidize or incentivize the buildout of broadband networks. Revised from an indicator only looking at Universal Service Funds (USF) as a method for improving broadband buildout, this indicator expands the scope of the question by addressing other financing options including USFs, in addition to tax credits, low-interest loans, and other government funding sources. This indicator helps address the principle that all citizens should have access to a baseline level of telecommunications services within a country.",0,1,Yes,1,3,0,1,,2,0,"No, government programs do not exist to help subsidize or provide incentives for broadband buildout in underserved areas","Yes, government programs exist to help subsidize or provide incentives for broadband buildout in underserved areas",,,,,,,4.3.4) Funding for broadband buildout,"#,##0",,READINESS -> POLICY,,"QUALITATIVE DATA INDICATOR{NL}{NL}Do government programs exist to help subsidize or provide incentives for broadband buildout in underserved areas?{NL}{NL}Assesses whether the country has an active government program(s) that helps subsidize or incentivize the buildout of broadband networks. Revised from an indicator only looking at Universal Service Funds (USF) as a method for improving broadband buildout, this indicator expands the scope of the question by addressing other financing options including USFs, in addition to tax credits, low-interest loans, and other government funding sources. This indicator helps address the principle that all citizens should have access to a baseline level of telecommunications services within a country.{NL}{NL}UNDERLYING DATA SERIES{NL}Funding for broadband buildout, Qualitative rating 0-1, 1=best{NL}{NL}0 = No, government programs do not exist to help subsidize or provide incentives for broadband buildout in underserved areas{NL}1 = Yes, government programs exist to help subsidize or provide incentives for broadband buildout in underserved areas{NL}{NL}SOURCE{NL}EIU",,QUALITATIVE DATA INDICATOR,,1,0.153846154
73,QLIT,READINESS_03,3,1,0,4.3.5,Spectrum policy approach,"Qualitative rating 0-2, 2=best",EIU,"This indicator is composed of two, binary sub-indicators: 
1. Does the country have a policy that addresses technology-neutrality for spectrum use? 
2. Does the country have a policy that addresses using unlicensed spectrum for greater wi-fi access?","Assesses the country's ability to expand broadband connectivity by way of 1) gauging operator flexibility within a country's spectrum policy to migrate to the next generation of network technology and 2) assessing the country's openness to provisioning unlicensed spectrum for greater wi-fi access. Higher prices, poorer service, lost productivity, loss of competitive advantage and untapped innovation can all be outcomes of preventing flexibility.",0,2,Yes,1,5,0,2,,2,0,Scores 0/2,Scores 1/2,Scores 2/2,,,,,,4.3.5) Spectrum policy approach,"#,##0",,READINESS -> POLICY,,"QUALITATIVE DATA INDICATOR{NL}{NL}This indicator is composed of two, binary sub-indicators: 
1. Does the country have a policy that addresses technology-neutrality for spectrum use? 
2. Does the country have a policy that addresses using unlicensed spectrum for greater wi-fi access?{NL}{NL}Assesses the country's ability to expand broadband connectivity by way of 1) gauging operator flexibility within a country's spectrum policy to migrate to the next generation of network technology and 2) assessing the country's openness to provisioning unlicensed spectrum for greater wi-fi access. Higher prices, poorer service, lost productivity, loss of competitive advantage and untapped innovation can all be outcomes of preventing flexibility.{NL}{NL}UNDERLYING DATA SERIES{NL}Spectrum policy approach, Qualitative rating 0-2, 2=best{NL}{NL}0 = Scores 0/2{NL}1 = Scores 1/2{NL}2 = Scores 2/2{NL}{NL}SOURCE{NL}EIU",,QUALITATIVE DATA INDICATOR,,1,0.153846154
74,QLIU,QLIT,4,1,0,4.3.5.1,Technology-neutrality policy for spectrum use,"Qualitative rating 0-1, 1=best",EIU,Does the country have a policy that addresses technology-neutrality for spectrum use?,"Assesses the country's ability to expand broadband connectivity by way of gauging operator flexibility within a country's spectrum policy to migrate to the next generation of network technology. Higher prices, poorer service, lost productivity, loss of competitive advantage and untapped innovation can all be outcomes of preventing flexibility. Technology Neutrality is a policy approach that allows the use of any technology in any spectrum band. That means, with technology neutrality in place, mobile operators can offer services through any technology (2G/3G/4G/LTE) using any of the frequencies in their possessions (""refarming""). The freedom to deploy network of any technology using the available spectrum brings overall efficiency which culminates to benefits of mobile phone users of this country.",0,1,Yes,1,3,0,1,,2,0,"No, the government does not have a technology-neutrality policy for spectrum use","Yes, the government has a technology-neutrality policy for spectrum use",,,,,,,4.3.5.1) Technology-neutrality policy for spectrum use,"#,##0",BG1) Nominal GDP{NL}BG2) Population{NL}BG3) Urbanization rate{NL}BG4) GNI per capita{NL}BG5) GINI coefficient{NL}BG6) Population under the poverty line{NL}BG7) Total electricity access{NL}BG8) Cable landing stations{NL}BG9) Percentage of schools with Internet access{NL}BG10) Global Peace Index{NL}BG11) Democracy Index{NL}BG12) Corruption Perceptions Index{NL}BG13) EIU Business Environment Rankings{NL}BG14) UN E-Government Development Index{NL}BG15) Internet users (population){NL}BG16) Offline population{NL}BG17) e-Entertainment (growth) content{NL}BG18) e-Entertainment (views) content{NL}BG19) Availability of CERTS{NL}BG20) Existence of Universal Service Fund{NL}BG21) Ratio of female-to-male access to the internet{NL},READINESS -> POLICY -> SPECTRUM POLICY APPROACH,,"QUALITATIVE DATA INDICATOR{NL}{NL}Does the country have a policy that addresses technology-neutrality for spectrum use?{NL}{NL}Assesses the country's ability to expand broadband connectivity by way of gauging operator flexibility within a country's spectrum policy to migrate to the next generation of network technology. Higher prices, poorer service, lost productivity, loss of competitive advantage and untapped innovation can all be outcomes of preventing flexibility. Technology Neutrality is a policy approach that allows the use of any technology in any spectrum band. That means, with technology neutrality in place, mobile operators can offer services through any technology (2G/3G/4G/LTE) using any of the frequencies in their possessions (""refarming""). The freedom to deploy network of any technology using the available spectrum brings overall efficiency which culminates to benefits of mobile phone users of this country.{NL}{NL}UNDERLYING DATA SERIES{NL}Technology-neutrality policy for spectrum use, Qualitative rating 0-1, 1=best{NL}{NL}0 = No, the government does not have a technology-neutrality policy for spectrum use{NL}1 = Yes, the government has a technology-neutrality policy for spectrum use{NL}{NL}SOURCE{NL}EIU",,QUALITATIVE DATA INDICATOR,,0,0
75,QLIV,QLIT,4,1,0,4.3.5.2,Unlicensed spectrum policy,"Qualitative rating 0-1, 1=best",EIU,Does the country have a policy that addresses using unlicensed spectrum for greater wi-fi access?,"Assesses the country's ability to expand broadband connectivity by way of assessing the country's openness to provisioning unlicensed spectrum for greater wi-fi access and other productive uses. Higher prices, poorer service, lost productivity, loss of competitive advantage and untapped innovation can all be outcomes of preventing flexibility.",0,1,Yes,1,3,0,1,,2,0,"No, the government does not have a policy that addresses the use of unlicensed spectrum for greater wi-fi access","Yes, the government has a policy that addresses the use of unlicensed spectrum for greater wi-fi access",,,,,,,4.3.5.2) Unlicensed spectrum policy,"#,##0",BG1) Nominal GDP{NL}BG2) Population{NL}BG3) Urbanization rate{NL}BG4) GNI per capita{NL}BG5) GINI coefficient{NL}BG6) Population under the poverty line{NL}BG7) Total electricity access{NL}BG8) Cable landing stations{NL}BG9) Percentage of schools with Internet access{NL}BG10) Global Peace Index{NL}BG11) Democracy Index{NL}BG12) Corruption Perceptions Index{NL}BG13) EIU Business Environment Rankings{NL}BG14) UN E-Government Development Index{NL}BG15) Internet users (population){NL}BG16) Offline population{NL}BG17) Plan addressing female-driven innovation and women-owned businesses{NL}BG18) Internet access gender gap{NL}BG19) Mobile phone access gender gap{NL}BG20) Internet users (percent of population){NL}BG21) Male internet users{NL}BG22) Female internet users{NL}BG23) Male mobile phone subscribers{NL}BG24) Female mobile phone subscribers{NL}BG25) Total fixed line broadband subscribers{NL}BG28) Spare indicator#6{NL}BG29) Spare indicator#7{NL}BG30) Spare indicator#8{NL}BG31) Spare indicator#9{NL}BG32) Spare indicator#10{NL},READINESS -> POLICY -> SPECTRUM POLICY APPROACH,,"QUALITATIVE DATA INDICATOR{NL}{NL}Does the country have a policy that addresses using unlicensed spectrum for greater wi-fi access?{NL}{NL}Assesses the country's ability to expand broadband connectivity by way of assessing the country's openness to provisioning unlicensed spectrum for greater wi-fi access and other productive uses. Higher prices, poorer service, lost productivity, loss of competitive advantage and untapped innovation can all be outcomes of preventing flexibility.{NL}{NL}UNDERLYING DATA SERIES{NL}Unlicensed spectrum policy, Qualitative rating 0-1, 1=best{NL}{NL}0 = No, the government does not have a policy that addresses the use of unlicensed spectrum for greater wi-fi access{NL}1 = Yes, the government has a policy that addresses the use of unlicensed spectrum for greater wi-fi access{NL}{NL}SOURCE{NL}EIU",,QUALITATIVE DATA INDICATOR,,0,0
76,IDID,READINESS_03,3,1,0,4.3.6,National digital identification system,"Qualitative rating 0-2, 2=best",World Bank,Does the country have a national digital identification (e-ID) system to be used online to access government services?,Assesses whether the country has a national digital identification system.,0,2,Yes,1,3,0,2,,2,0,No National ID,National ID exists but it is NOT e-ID,National ID exists and it IS e-ID (at least partially),,,,,,4.3.6) National digital identification system,"#,##0",BG1) Nominal GDP{NL}BG2) Population{NL}BG3) Urbanization rate{NL}BG4) GNI per capita{NL}BG5) GINI coefficient{NL}BG6) Population under the poverty line{NL}BG7) Total electricity access{NL}BG8) Cable landing stations{NL}BG9) Percentage of schools with Internet access{NL}BG10) Global Peace Index{NL}BG11) Democracy Index{NL}BG12) Corruption Perceptions Index{NL}BG13) EIU Business Environment Rankings{NL}BG14) UN E-Government Development Index{NL}BG15) Internet users (population){NL}BG16) Offline population{NL}BG17) Female access to a mobile phone{NL}BG18) Female access to the Internet{NL}BG19) Plan addressing female-driven innovation and women-owned businesses{NL}BG20) Internet access gender gap{NL}BG21) Mobile phone access gender gap{NL},READINESS -> POLICY,,"QUALITATIVE DATA INDICATOR{NL}{NL}Does the country have a national digital identification (e-ID) system to be used online to access government services?{NL}{NL}Assesses whether the country has a national digital identification system.{NL}{NL}UNDERLYING DATA SERIES{NL}National digital identification system, Qualitative rating 0-2, 2=best{NL}{NL}0 = No National ID{NL}1 = National ID exists but it is NOT e-ID{NL}2 = National ID exists and it IS e-ID (at least partially){NL}{NL}SOURCE{NL}World Bank",,QUALITATIVE DATA INDICATOR,,1,0.153846154
77,QL5G,READINESS_03,3,1,0,4.3.7,Government efforts to promote 5G,"Qualitative rating 0-3, 3=best",EIU,"Has the government developed a policy, strategy or initiatives to promote 5G?","Assesses whether the country has developed a strategy or initiatives to promote 5G. Countries receive a higher score if the policy or strategy recognizes multiple use cases of 5G. Multiple use cases may include the following: fixed wireless access (FWA), enhanced mobile broadband (eMBB), massive machine-type communications (mMTC), Internet of Things (IoT) or ultra-reliable low-latency communications (URLLC). Other use cases or applications may also apply if specifically mentioned (eg. 5G for precision agriculture, smart city/home applications, autonomous vehicle applications). Note that policies, strategies or initiatives may be embodied across a number of documents (eg, policy or strategy documents, government committee notes).

This indicator was included for the first time in the fourth edition.",0,3,NO_NEW,1,3,0,3,,2,0,"No, the government has not developed a policy, strategy or initiatives to promote 5G","Yes, the government has developed a policy, strategy or initiatives to promote 5G but does not specifically mention any of the following use-case applications (FWA, eMBB, mMTC, IoT, URLLC)","Yes, the government has a policy, strategy or initiatives to promote 5G and specifically mentions one of the following use-case applications (FWA, eMBB, mMTC, IoT, URLLC)","Yes, the government has a policy or strategy to promote 5G network development and it specifically mentions more than one of the following use-case applications (FWA, eMBB, mMTC, IoT, URLLC)",,,,,4.3.7) Government efforts to promote 5G,"#,##0",,READINESS -> POLICY,,"QUALITATIVE DATA INDICATOR{NL}{NL}Has the government developed a policy, strategy or initiatives to promote 5G?{NL}{NL}Assesses whether the country has developed a strategy or initiatives to promote 5G. Countries receive a higher score if the policy or strategy recognizes multiple use cases of 5G. Multiple use cases may include the following: fixed wireless access (FWA), enhanced mobile broadband (eMBB), massive machine-type communications (mMTC), Internet of Things (IoT) or ultra-reliable low-latency communications (URLLC). Other use cases or applications may also apply if specifically mentioned (eg. 5G for precision agriculture, smart city/home applications, autonomous vehicle applications). Note that policies, strategies or initiatives may be embodied across a number of documents (eg, policy or strategy documents, government committee notes).

This indicator was included for the first time in the fourth edition.{NL}{NL}UNDERLYING DATA SERIES{NL}Government efforts to promote 5G, Qualitative rating 0-3, 3=best{NL}{NL}0 = No, the government has not developed a policy, strategy or initiatives to promote 5G{NL}1 = Yes, the government has developed a policy, strategy or initiatives to promote 5G but does not specifically mention any of the following use-case applications (FWA, eMBB, mMTC, IoT, URLLC){NL}2 = Yes, the government has a policy, strategy or initiatives to promote 5G and specifically mentions one of the following use-case applications (FWA, eMBB, mMTC, IoT, URLLC){NL}3 = Yes, the government has a policy or strategy to promote 5G network development and it specifically mentions more than one of the following use-case applications (FWA, eMBB, mMTC, IoT, URLLC){NL}{NL}SOURCE{NL}EIU",,QUALITATIVE DATA INDICATOR,,0.5,0.076923077
78,BG,,0,0,1,,-- BACKGROUND SERIES --,,,{DESCRIPTION TBC},,,,,1,1,,,,,1,,,,,,,,,-- BACKGROUND SERIES --,"#,0.0",BG1) Nominal GDP{NL}BG2) Population{NL}BG3) Urban population{NL}BG4) GNI per capita{NL}BG5) GINI coefficient{NL}BG6) Population under the poverty line{NL}BG7) Total electricity access{NL}BG8) Cable landing stations{NL}BG9) Percentage of schools with Internet access{NL}BG10) Global Peace Index{NL}BG11) Democracy Index{NL}BG12) Corruption Perceptions Index{NL}BG13) EIU Business Environment Rankings{NL}BG14) UN E-Government Development Index{NL}BG15) Internet users (population){NL}BG16) Offline population{NL}BG17) Internet access gender gap{NL}BG18) Mobile phone access gender gap{NL}BG19) Internet users (percent of population){NL}BG20) Male internet users{NL}BG21) Female internet users{NL}BG22) Male mobile phone subscribers{NL}BG23) Female mobile phone subscribers{NL}BG24) Total fixed line broadband subscribers{NL},BACKGROUND SERIES,,BACKGROUND DATA INDICATOR{NL}{NL}{DESCRIPTION TBC}{NL}{NL}UNDERLYING DATA SERIES{NL}Composite score - does not have underlying data.{NL}{NL}SOURCE{NL}EIU calculation{NL}{NL}NB Background data indicators do not contribute to country index score.,,BACKGROUND DATA INDICATOR,,,
79,GDPD,BG,3,1,1,BG1,Nominal GDP,USD billions,EIU,Measures the total economic value of a country,Countries with higher GDP typically have higher purchasing power for ICT.,3.1,20580.3,Yes,1,2,,,,1,1,,,,,,,,,BG1) Nominal GDP,"#,0.0",BG1) Nominal GDP{NL}BG2) Population{NL}BG3) Urbanization rate{NL}BG4) GNI per capita{NL}BG5) GINI coefficient{NL}BG6) Population under the poverty line{NL}BG7) Total electricity access{NL}BG8) Cable landing stations{NL}BG9) Percentage of schools with Internet access{NL}BG10) Global Peace Index{NL}BG11) Democracy Index{NL}BG12) Corruption Perceptions Index{NL}BG13) EIU Business Environment Rankings{NL}BG14) UN E-Government Development Index{NL}BG15) Internet users (population){NL}BG16) Offline population{NL}BG17) e-Entertainment (growth) content{NL}BG18) e-Entertainment (views) content{NL}BG19) Availability of CERTS{NL}BG20) Existence of Universal Service Fund{NL},BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Measures the total economic value of a country{NL}{NL}Countries with higher GDP typically have higher purchasing power for ICT.{NL}{NL}UNDERLYING DATA SERIES{NL}Nominal GDP, USD billions{NL}{NL}SOURCE{NL}EIU{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
80,POPN,BG,3,1,1,BG2,Population,Millions,EIU,Measures the population of the country,-,1.3,1385,Yes,1,2,,,,1,1,,,,,,,,,BG2) Population,"#,0.0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Measures the population of the country{NL}{NL}-{NL}{NL}UNDERLYING DATA SERIES{NL}Population, Millions{NL}{NL}SOURCE{NL}EIU{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
81,UPOR,BG,3,1,1,BG3,Urban population,% of total population,EIU; World Bank,Measures the percentage of the population living in urban areas,-,13,100,Yes,1,2,,,,1,1,,,,,,,,,BG3) Urban population,"#,0.0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Measures the percentage of the population living in urban areas{NL}{NL}-{NL}{NL}UNDERLYING DATA SERIES{NL}Urban population, % of total population{NL}{NL}SOURCE{NL}EIU; World Bank{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
82,GNIA,BG,3,1,1,BG4,GNI per capita,US$ per person,"National Statistics, Republic of China (Taiwan); UN; World Bank, WDI",Measures gross national income per capita (Atlas method),Higher income increases the chances for affordability of access.,280,62850,Yes,1,2,,,,1,0,,,,,,,,,BG4) GNI per capita,"#,##0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Measures gross national income per capita (Atlas method){NL}{NL}Higher income increases the chances for affordability of access.{NL}{NL}UNDERLYING DATA SERIES{NL}GNI per capita, US$ per person{NL}{NL}SOURCE{NL}National Statistics, Republic of China (Taiwan); UN; World Bank, WDI{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
83,GINI,BG,3,1,1,BG5,GINI coefficient,"Score, 0-100; 0 is perfect equality; 100 is perfect inequality",CIA World Factbook; EIU; World Bank,Measures the income distribution (inequality) by country,"Gini index measures the extent to which the distribution of income (or, in some cases, consumption expenditure) among individuals or households within an economy deviates from a perfectly equal distribution. A Lorenz curve plots the cumulative percentages of total income received against the cumulative number of recipients, starting with the poorest individual or household. The Gini index measures the area between the Lorenz curve and a hypothetical line of absolute equality, expressed as a percentage of the maximum area under the line. Thus a Gini index of 0 represents perfect equality, while an index of 100 implies perfect inequality.",26.5,63,Yes,2,2,,,,1,1,,,,,,,,,BG5) GINI coefficient,"#,0.0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Measures the income distribution (inequality) by country{NL}{NL}Gini index measures the extent to which the distribution of income (or, in some cases, consumption expenditure) among individuals or households within an economy deviates from a perfectly equal distribution. A Lorenz curve plots the cumulative percentages of total income received against the cumulative number of recipients, starting with the poorest individual or household. The Gini index measures the area between the Lorenz curve and a hypothetical line of absolute equality, expressed as a percentage of the maximum area under the line. Thus a Gini index of 0 represents perfect equality, while an index of 100 implies perfect inequality.{NL}{NL}UNDERLYING DATA SERIES{NL}GINI coefficient, Score, 0-100; 0 is perfect equality; 100 is perfect inequality{NL}{NL}SOURCE{NL}CIA World Factbook; EIU; World Bank{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
84,POVX,BG,3,1,1,BG6,Population under the poverty line,% of population,EIU; World Bank,Measures the percentage of the population living under the poverty line at $1.90/day,"Poverty gap at $1.90 a day (2011 PPP) is the mean shortfall in income or consumption from the poverty line $1.90 a day (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.",0,39,Yes,2,2,,,,1,1,,,,,,,,,BG6) Population under the poverty line,"#,0.0",,BACKGROUND SERIES,,"BACKGROUND DATA INDICATOR{NL}{NL}Measures the percentage of the population living under the poverty line at $1.90/day{NL}{NL}Poverty gap at $1.90 a day (2011 PPP) is the mean shortfall in income or consumption from the poverty line $1.90 a day (counting the nonpoor as having zero shortfall), expressed as a percentage of the poverty line. This measure reflects the depth of poverty as well as its incidence. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.{NL}{NL}UNDERLYING DATA SERIES{NL}Population under the poverty line, % of population{NL}{NL}SOURCE{NL}EIU; World Bank{NL}{NL}NB Background data indicators do not contribute to country index score.",,BACKGROUND DATA INDICATOR,,,
